,Glucose concentration,Pyruvate concentration,Acetald concentration,Acetate concentration,Ethanol concentration,Active cell material,Acetaldehyde dehydrogenase,Specific oxygen uptake rate,Specific carbon dioxide evolution rate,Biomass concentration (dry weight),Time of processing,BatchID,Data set,Type
3#237,0.317172,0.001073461,-0.005590805,0.000460724,0.2009874,0.6491982,0.08130578,-0.02795403,-0.05337093,9.089012,32.38312,3,Calibration,NOC
3#238,0.09317375,-0.000449054,-0.03047606,-0.001710228,0.1381744,0.6504787,0.08077985,-0.1523803,0.1880407,9.158042,32.43982,3,Calibration,NOC
3#239,0.09193402,-0.000418212,-0.02855654,0.000453566,0.04281004,0.6486828,0.08242553,-0.1427827,-0.3033448,9.1418,32.49652,3,Calibration,NOC
3#240,-1.14E-01,-0.001022357,0.01934917,-0.001329796,0.09953984,0.6505173,0.08115228,0.09674582,0.1196898,9.086109,32.55322,3,Calibration,NOC
3#241,0.1713234,-5.28E-05,0.05250284,-0.003293129,-0.1493646,0.6515878,0.08062219,0.2625142,-0.3981481,9.226329,32.89314,3,Calibration,NOC
3#242,-0.3595254,-0.000655113,0.01059229,-0.001550655,-0.1308315,0.6517498,0.0794448,0.05296146,-0.1319001,9.133487,33.23306,3,Calibration,NOC
3#243,1.30E-01,0.00085875,-0.02242099,0.001584846,-0.02708358,0.6475384,0.07945284,-0.1121049,-0.7246262,9.127104,33.57297,3,Calibration,NOC
3#244,-0.5303301,9.55E-05,2.68E-02,-0.000520322,-0.01544642,0.6462039,0.07845556,0.133982,0.7800353,9.08408,34.27297,3,Calibration,NOC
3#245,0.07886716,-0.000859565,0.01100382,-1.11E-05,0.08198655,0.6489035,0.07675496,0.05501969,-0.1166389,9.106626,34.97297,3,Calibration,NOC
3#246,-0.1170414,0.000412516,-0.04157746,-0.001354591,0.001670595,0.6473641,0.0769126,-0.2078867,0.5769419,9.025258,35,3,Calibration,NOC
4#18,28.11585,0.007584647,0.05596271,0.00138349,0.0182639,0.4056385,0.004458881,6.710993,3.415776,-0.0894898,5.380641,4,Calibration,NOC
4#19,27.74532,0.009967461,0.04902055,-0.001176209,0.08614147,0.4251762,0.004970547,7.265493,3.706335,-0.0505121,5.791485,4,Calibration,NOC
4#20,27.56629,0.01073874,0.004775422,-0.001104046,0.1856447,0.4368454,0.005306487,7.40106,4.169363,-0.02039852,6.118341,4,Calibration,NOC
4#21,28.46757,0.0130457,0.01936098,0.000560702,-0.03098075,0.4493001,0.004546402,7.496716,5.153654,0.008038121,6.445198,4,Calibration,NOC
4#22,26.93048,0.01469089,0.02634321,0.001195754,-0.06585319,0.4654617,0.005541211,7.787056,5.662106,-0.07754727,6.772054,4,Calibration,NOC
4#23,27.50477,0.01638859,-7.26E-03,0.000640814,0.1786833,0.4747867,0.004361057,7.907495,7.952768,0.09347107,7.09891,4,Calibration,NOC
4#24,27.01569,0.01846084,-0.003705606,2.34E-06,0.1634397,0.4848454,0.004526585,7.850426,10.02304,0.1707566,7.355963,4,Calibration,NOC
4#25,27.9186,0.01952716,-0.0171829,-0.002267332,-0.06293213,0.4889347,0.004747685,7.8212,10.70796,0.007359772,7.613015,4,Calibration,NOC
4#26,28.25594,0.02116941,-0.007795349,0.000529341,0.002025118,0.4939317,0.004216244,7.73343,12.40112,-0.04595488,7.870068,4,Calibration,NOC
4#27,27.57067,0.02224911,-0.04875957,0.000625786,-0.1415032,0.5002866,0.003676746,7.557147,13.59316,-0.06014463,8.12712,4,Calibration,NOC
4#28,27.57326,0.02127934,-0.03036361,-0.000125689,0.2111167,0.4993456,0.004926194,7.213725,14.04712,0.1506174,8.384173,4,Calibration,NOC
4#29,28.04832,0.02254756,-0.004783683,-0.000387586,-0.1174862,0.5087182,0.004840484,7.376443,14.98015,-0.01612728,8.641226,4,Calibration,NOC
4#30,27.3714,0.02329277,-0.0212354,0.001556225,0.05158003,0.515431,0.004761629,6.743203,15.9869,-0.001653904,8.971446,4,Calibration,NOC
4#31,26.87112,0.022975,-0.000495315,0.000894745,0.1711372,0.5183061,0.003672377,6.51666,17.24532,0.03060302,9.301667,4,Calibration,NOC
4#32,27.52065,0.02334148,0.02615692,0.000907069,0.1693329,0.5286207,0.004591129,6.189044,16.90236,0.008100261,9.631887,4,Calibration,NOC
4#33,27.49549,0.02394691,-0.008471423,0.000413583,-0.1324443,0.526482,0.00435013,6.030124,18.25399,0.0318091,9.962108,4,Calibration,NOC
4#34,27.49726,0.02419827,0.06697598,0.003021488,0.05134654,0.5282684,0.004856065,5.717921,18.46128,0.2203328,10.29233,4,Calibration,NOC
4#35,27.66938,0.02488823,-0.01761058,0.000110031,0.1293913,0.531205,0.004366972,5.503654,19.12091,0.05053357,10.62255,4,Calibration,NOC
4#36,27.49983,0.02395966,0.03295146,0.001771918,-0.1528732,0.538273,0.005204515,5.268234,20.16459,0.2091134,10.95277,4,Calibration,NOC
4#37,27.24785,0.0252761,0.03475079,0.003100971,0.01852846,0.5359492,0.004244479,5.480437,20.46132,0.05779729,11.39736,4,Calibration,NOC
4#38,27.03168,0.02596506,0.06172014,0.002364386,0.01587405,0.5423574,0.004242765,5.141192,21.08108,0.1031273,11.84194,4,Calibration,NOC
4#39,26.96899,0.02588525,-0.01654239,0.004927787,0.1181033,0.5418578,0.00479627,5.202075,21.67949,0.1711882,12.28653,4,Calibration,NOC
4#40,27.29593,0.02750057,0.07894703,0.004922687,0.08668708,0.5430207,0.004093844,5.099239,22.4038,0.06530738,12.73111,4,Calibration,NOC
4#41,27.37112,0.02795561,0.05474305,0.005926311,0.06642148,0.5432586,0.004012909,5.196079,23.79361,0.2157068,13.1757,4,Calibration,NOC
4#42,26.43209,0.02714748,0.06846547,0.006453268,0.4262938,0.5439798,0.005261457,5.431559,23.66218,0.09849787,13.62028,4,Calibration,NOC
4#43,25.77427,0.02951022,0.0718406,0.008610981,0.3035555,0.5414816,0.004750078,5.307557,26.46255,0.2888894,14.17987,4,Calibration,NOC
4#44,25.19162,0.02902043,0.08719166,0.01261993,0.4519569,0.5490921,0.00474386,5.753489,26.94758,0.4339195,14.73946,4,Calibration,NOC
4#45,25.05981,0.03225751,0.1547985,0.01254552,0.6962029,0.5456738,0.005196348,6.197668,28.30396,0.4688113,15.29904,4,Calibration,NOC
4#46,24.41036,0.03398946,0.1557745,0.01904045,1.037268,0.5474435,0.003656598,6.269497,29.81245,0.6419058,15.85863,4,Calibration,NOC
4#47,22.90332,0.03475498,0.2410337,0.02296068,1.675309,0.5451349,0.00336089,6.476121,31.56672,0.8078513,16.41822,4,Calibration,NOC
4#48,21.46506,0.03651286,0.3535578,0.0287441,2.182624,0.5448228,0.005617584,7.112779,32.1402,1.083547,16.97781,4,Calibration,NOC
4#49,17.60155,0.03695954,0.6045026,0.04114758,3.09906,0.5491594,0.005282609,7.480988,34.06982,1.553235,17.67781,4,Calibration,NOC
4#50,13.823,0.03767338,0.8122223,0.05371592,4.703589,0.5435631,0.004773572,8.028451,34.96406,2.090513,18.37781,4,Calibration,NOC
4#51,12.40556,0.03788259,0.9251478,0.06097272,5.49331,0.5447114,0.004320848,8.042735,35.29508,2.505908,18.58781,4,Calibration,NOC
4#52,9.087663,0.03777333,1.064266,0.06463091,6.084869,0.5498369,0.004096333,8.723235,35.30443,2.714233,18.79781,4,Calibration,NOC
4#53,8.038746,0.03736513,1.146161,0.07312847,6.257447,0.5416432,0.004767066,9.04563,34.84422,2.983699,19.00781,4,Calibration,NOC
4#54,5.87436,0.03655887,1.23023,0.07823193,7.071876,0.5500232,0.003678879,9.679097,35.7317,3.334349,19.21781,4,Calibration,NOC
4#55,3.101137,0.03441378,1.350483,0.08783519,7.905768,0.5438172,0.003761619,10.17094,36.26085,3.686162,19.42781,4,Calibration,NOC
4#56,2.517645,0.03391005,1.368968,0.08958191,8.049227,0.5468623,0.004560691,10.40656,35.27015,3.733838,19.49081,4,Calibration,NOC
4#57,1.416367,0.03324009,1.403137,0.09111998,8.467893,0.5459078,0.004214052,10.48669,35.45234,3.796173,19.55381,4,Calibration,NOC
4#58,0.2761057,0.03162727,1.429216,0.09537182,8.750031,0.5445476,0.005058743,10.34773,34.14188,4.006257,19.61681,4,Calibration,NOC
4#59,1.050875,0.03046011,1.402268,0.09584061,8.917848,0.5443663,0.005167058,10.23914,33.73863,3.968486,19.63571,4,Calibration,NOC
4#60,0.3465992,0.02990734,1.42232,0.09834379,8.929801,0.5441158,0.004378991,9.849839,33.0998,4.260339,19.65461,4,Calibration,NOC
4#61,-0.386498,0.02853687,1.461578,0.09933096,9.121884,0.5488071,0.004380963,9.264668,31.9964,4.284748,19.67351,4,Calibration,NOC
4#62,0.008836818,0.02869871,1.374109,0.09670134,8.950095,0.5503848,0.004587334,9.024215,31.80246,4.177448,19.67918,4,Calibration,NOC
4#63,-0.06449874,0.0276626,1.423512,0.09673844,9.214434,0.5465473,0.00470199,8.722931,29.50429,4.249361,19.68485,4,Calibration,NOC
4#64,0.1966979,0.02679716,1.392079,0.09678486,9.209572,0.542484,0.00433081,8.307203,29.68156,4.202571,19.68655,4,Calibration,NOC
4#65,0.778694,0.02680453,1.383626,0.09722846,8.980359,0.5468776,0.005082107,7.96595,29.79418,4.198952,19.68825,4,Calibration,NOC
4#66,0.06825383,0.0262837,1.39225,0.09805606,9.070695,0.5418893,0.004478086,7.228369,27.56705,4.060551,19.68995,4,Calibration,NOC
4#67,0.7681324,0.02288724,1.366261,0.09746038,9.028617,0.5434654,0.004192042,5.534266,26.15702,4.1883,19.69165,4,Calibration,NOC
4#68,0.4588901,0.02211838,1.396358,0.09743136,9.061073,0.552588,0.004914408,5.143229,25.68343,4.156142,19.69216,4,Calibration,NOC
4#69,0.3214841,0.02288937,1.359442,0.09659413,9.116206,0.545609,0.004751669,4.411354,24.91163,4.228921,19.69267,4,Calibration,NOC
4#70,-0.1809963,0.02160164,1.410845,0.0957945,8.900188,0.5387933,0.004581424,3.884568,23.51618,4.186125,19.69318,4,Calibration,NOC
4#71,0.4715832,0.01961882,1.450494,0.09696513,9.085207,0.5506327,0.004991236,3.646791,23.12119,4.218943,19.69369,4,Calibration,NOC
4#72,-0.3629568,0.0183121,1.399625,0.09617888,8.918191,0.5484034,0.005057944,3.735957,22.68804,4.113845,19.6942,4,Calibration,NOC
4#73,0.2300436,0.01707084,1.40249,0.09580746,9.190456,0.5464711,0.004648997,4.387922,21.83467,4.1676,19.69471,4,Calibration,NOC
4#74,0.6685658,0.0151313,1.387178,0.09591892,8.853709,0.5421402,0.005194221,4.357927,20.09195,4.239094,19.69554,4,Calibration,NOC
4#75,0.1900771,0.01330476,1.377267,0.09255289,9.232757,0.5444596,0.004680333,4.277853,19.61062,4.002103,19.69637,4,Calibration,NOC
4#76,-0.3614132,0.01183969,1.373873,0.08736812,9.189486,0.5469038,0.004843327,4.206079,18.20118,4.245058,19.6972,4,Calibration,NOC
4#77,-0.01285031,0.01039801,1.374254,0.08901819,9.079348,0.5443876,0.004830026,4.374708,18.34617,4.220748,19.69803,4,Calibration,NOC
4#78,-0.05830577,0.008825707,1.37371,0.09095596,9.249348,0.5436027,0.005050653,4.20097,18.04862,4.235966,19.69886,4,Calibration,NOC
4#79,-0.3779131,0.008086531,1.380986,0.0876313,8.99069,0.5450501,0.005293204,4.073057,17.11598,4.188941,19.70002,4,Calibration,NOC
4#80,-0.195398,0.006096942,1.399878,0.08321702,9.094322,0.5408699,0.004857805,4.000762,16.85835,4.181591,19.70118,4,Calibration,NOC
4#81,-0.5200518,0.005475086,1.355613,0.08341043,9.390868,0.5438859,0.004999561,3.968268,17.32417,4.122095,19.70234,4,Calibration,NOC
4#82,-0.08760166,0.004418008,1.346502,0.0821715,9.130852,0.5451263,0.005271593,3.974912,16.94734,4.140481,19.7035,4,Calibration,NOC
4#83,-0.1701509,0.003204497,1.361596,0.07994044,9.151701,0.5502073,0.004346924,3.917414,17.19198,4.206594,19.70466,4,Calibration,NOC
4#84,-0.04125059,0.00168001,1.367421,0.07987021,9.106089,0.5466779,0.005895094,3.719649,16.75038,4.180561,19.70538,4,Calibration,NOC
4#85,0.2274742,0.001228869,1.339406,0.07827356,9.026525,0.5479054,0.004083473,3.560637,15.88983,4.275868,19.70611,4,Calibration,NOC
4#86,-0.2658019,0.000652006,1.335719,0.07618754,9.269689,0.5458415,0.004406693,3.801845,16.63625,4.206725,19.70633,4,Calibration,NOC
4#87,0.03698532,0.000627226,1.360281,0.07877235,9.281116,0.5434693,0.00553456,3.453371,16.7028,4.13481,19.70654,4,Calibration,NOC
4#88,-0.04070623,0.000843941,1.341393,0.07867427,9.055758,0.5444776,0.004235936,2.841496,16.26646,4.133766,19.70676,4,Calibration,NOC
4#89,-3.27E-01,0.000448339,1.366941,0.07456487,9.128714,0.5430843,0.00513446,1.277383,13.57298,4.042109,19.70698,4,Calibration,NOC
4#90,0.6341645,-1.75E-05,1.315435,0.07679362,9.005652,0.5501127,0.005675834,-3.742162,7.651671,4.331318,19.7072,4,Calibration,NOC
4#91,-0.0687148,0.000560897,1.302182,0.07578824,9.153152,0.5467349,0.005028599,-3.516185,7.00984,4.118209,19.70741,4,Calibration,NOC
4#92,0.2328894,-0.000642772,1.339883,0.07534322,9.088861,0.5441778,0.005157657,-3.786086,7.298903,4.172204,19.70767,4,Calibration,NOC
4#93,0.07382848,0.000180763,1.385936,0.07545742,8.996029,0.5454818,0.00405639,-3.992982,7.211871,4.203537,19.70792,4,Calibration,NOC
4#94,-0.1616508,0.000302739,1.392473,0.07538077,9.036432,0.5523973,0.004400045,-3.840345,7.758072,4.148396,19.70817,4,Calibration,NOC
4#95,-0.01874622,-0.000165109,1.348745,0.07544312,9.124704,0.5464608,0.005630575,-3.956928,6.833925,4.238277,19.70842,4,Calibration,NOC
4#96,0.1936625,0.000433722,1.319603,0.07368511,9.4244,0.5445855,0.00530722,-4.067898,6.811039,4.110508,19.71093,4,Calibration,NOC
4#97,0.5790423,0.000132213,1.297954,0.07124303,9.033497,0.5465262,0.006028634,-4.454859,6.638745,4.171469,19.71344,4,Calibration,NOC
4#98,0.5497952,0.000236781,1.325623,0.06537355,9.353266,0.5475626,0.005299708,-4.368153,6.865974,4.253369,19.71595,4,Calibration,NOC
4#99,0.1238591,0.000396544,1.234236,0.05505041,9.363307,0.5479329,0.006367771,-4.980053,5.2474,4.264625,19.72799,4,Calibration,NOC
4#100,0.155427,0.000507678,1.217141,0.04273925,9.248208,0.5479777,0.005545757,-5.523415,5.446074,4.255722,19.74004,4,Calibration,NOC
4#101,-0.1786752,0.000373235,1.212988,0.03416494,8.963817,0.5416367,0.006135195,-6.166327,4.106785,4.222946,19.75208,4,Calibration,NOC
4#102,-0.1338213,-0.000651169,1.106262,0.0244431,9.417604,0.5453379,0.006537448,-6.651268,3.227168,4.204321,19.76412,4,Calibration,NOC
4#103,-0.4809371,0.001050116,1.046205,0.01689432,9.423625,0.5435547,0.006221585,-7.319111,2.573749,4.243162,19.78174,4,Calibration,NOC
4#104,0.1509466,0.000721918,1.012982,0.01321013,9.635934,0.5445412,0.005869681,-7.650457,1.194031,4.238621,19.79568,4,Calibration,NOC
4#105,-0.0357145,0.000806893,0.9438865,0.009838522,9.341357,0.5432433,0.006344383,-7.755575,1.136145,4.268566,19.80961,4,Calibration,NOC
4#106,-0.5412796,-0.000210793,0.8776116,0.007861096,9.587369,0.5480012,0.006757058,-7.743876,1.778222,4.205485,19.82355,4,Calibration,NOC
4#107,-0.5539129,0.000133741,0.8779581,0.008217095,9.76792,0.5420884,0.007840294,-7.648808,0.8836022,4.220607,19.83749,4,Calibration,NOC
4#108,-0.01723749,0.000389269,0.7908818,0.004958672,9.698801,0.5443093,0.00729742,-7.249232,0.4624479,4.281726,19.85711,4,Calibration,NOC
4#109,-0.314393,0.001197046,0.6917092,0.003549014,9.678217,0.5464194,0.007856449,-6.817559,0.8022856,4.279572,19.87673,4,Calibration,NOC
4#110,-0.5689284,0.000418377,0.6388077,0.00340923,9.940887,0.5441223,0.008305313,-6.64016,1.131052,4.312645,19.89635,4,Calibration,NOC
4#111,-0.5331964,-0.000177026,0.6158425,0.0055462,9.86439,0.545005,0.008809363,-6.226566,1.09588,4.363278,19.91597,4,Calibration,NOC
4#112,-0.4623603,0.000175245,0.4945612,0.00467871,9.969533,0.5458341,0.009215235,-5.493539,0.9434055,4.232909,19.93559,4,Calibration,NOC
4#113,0.5346674,0.000374519,0.4739188,0.004287545,9.978037,0.5422154,0.01001097,-4.607319,0.6321852,4.255696,19.96854,4,Calibration,NOC
4#114,-0.4440878,0.000763754,0.4612868,0.002806038,10.21151,0.5407053,0.008928135,-3.730756,1.010946,4.247943,20.00149,4,Calibration,NOC
4#115,2.32E-01,0.00042976,0.3394023,0.004605675,10.22025,0.541621,0.01009342,-2.792519,0.4920628,4.141657,20.03444,4,Calibration,NOC
4#116,-0.1630374,-5.43E-05,0.2893551,0.006117631,10.35172,0.5439037,0.01065102,-2.012135,1.143835,4.106181,20.06739,4,Calibration,NOC
4#117,-0.2239836,0.000300982,0.2517861,0.004645772,10.30529,0.5406431,0.0112931,-1.521142,0.3366579,4.201702,20.10034,4,Calibration,NOC
4#118,-0.001635905,-0.00073127,0.1526453,0.005180694,10.33074,0.5404304,0.01324095,0.05833329,0.9324179,4.203166,20.17741,4,Calibration,NOC
4#119,0.02127369,0.000698545,0.17009,0.008350902,10.21961,0.5366783,0.01398592,0.7607132,1.126568,4.135113,20.25448,4,Calibration,NOC
4#120,-0.01523613,-0.000159262,0.08920684,0.007517457,10.45273,0.5309213,0.01577242,1.506684,1.686446,4.299439,20.33155,4,Calibration,NOC
4#121,0.3632981,0.000278688,0.1332031,0.007515846,10.44584,0.5366262,0.01699471,1.798162,1.473762,4.253492,20.40861,4,Calibration,NOC
4#122,0.07196193,0.00048099,0.1316773,0.01137672,10.35379,0.5401694,0.01816444,2.592468,0.9438445,4.173789,20.48568,4,Calibration,NOC
4#123,0.1339862,0.000463883,0.09383557,0.008056238,10.32085,0.5336888,0.01951211,2.48293,1.58439,4.28596,20.58093,4,Calibration,NOC
4#124,-0.3110928,-0.000129207,0.1207246,0.01008887,10.34213,0.5298805,0.02217486,2.845636,1.041251,4.097392,20.67618,4,Calibration,NOC
4#125,0.126564,0.000153484,0.08437572,0.01349815,10.22658,0.5290676,0.02399155,3.24228,2.531351,4.337623,20.77143,4,Calibration,NOC
4#126,-0.06855035,0.000202797,0.06782838,0.01311752,10.24158,0.5321,0.02533284,3.33002,1.192836,4.257184,20.86668,4,Calibration,NOC
4#127,-1.12307,0.0001589,0.07939578,0.01271495,10.13417,0.5282456,0.02651151,3.546571,2.401955,4.267403,20.96193,4,Calibration,NOC
4#128,-0.01154124,0.00043783,0.1209508,0.01472599,10.37399,0.5288637,0.0305588,4.261296,2.137656,4.203996,21.19174,4,Calibration,NOC
4#129,0.07710781,-0.000293013,0.07212943,0.01993588,10.00877,0.523991,0.03479103,4.609689,2.879827,4.285927,21.42156,4,Calibration,NOC
4#130,-0.2913793,0.000442868,0.09836759,0.01970907,9.905714,0.5272214,0.03738444,4.822241,2.390337,4.403362,21.65137,4,Calibration,NOC
4#131,0.08711834,0.000288701,0.1376165,0.02386188,9.620274,0.5267648,0.04072582,5.380623,2.502678,4.421166,21.88118,4,Calibration,NOC
4#132,-0.2628078,0.000158636,0.06841952,0.02134814,10.05284,0.5244631,0.0405025,5.39424,2.611908,4.422931,21.90008,4,Calibration,NOC
4#133,-0.3172859,0.000195791,0.06712527,0.02360902,9.897635,0.5245723,0.04121342,5.663183,3.363697,4.221416,21.91898,4,Calibration,NOC
4#134,0.6652335,0.000482409,0.107662,0.02500878,9.700884,0.5266859,0.04196573,5.417585,3.375656,4.33929,21.93788,4,Calibration,NOC
4#135,0.1147878,0.000339047,0.07672464,0.02450505,10.03855,0.5276377,0.04122967,5.124516,4.280024,4.339075,21.95678,4,Calibration,NOC
4#136,-0.6365976,-0.000428987,0.09381552,0.02530858,10.09479,0.5222309,0.04427225,5.954085,3.137141,4.373469,22.14578,4,Calibration,NOC
4#137,-0.3914121,-0.000158001,0.07987911,0.027361,9.719073,0.5285959,0.04685501,6.33835,3.973401,4.44855,22.33478,4,Calibration,NOC
4#138,-0.553147,-0.000608981,0.06112228,0.02800155,9.834253,0.52011,0.04934319,6.659462,3.997099,4.513043,22.52378,4,Calibration,NOC
4#139,-0.6728719,0.000268527,0.06149676,0.03084366,9.464602,0.5264593,0.05276033,6.818752,4.262853,4.608575,22.71278,4,Calibration,NOC
4#140,-0.1836931,-0.000448471,0.05302559,0.03202872,9.271334,0.525696,0.05408991,7.304527,3.853934,4.574817,22.92278,4,Calibration,NOC
4#141,4.93E-01,0.000340924,0.04202389,0.03479195,9.206702,0.5311784,0.05770735,7.655518,4.313778,4.587239,23.13278,4,Calibration,NOC
4#142,-0.07237845,-9.10E-06,0.05087404,0.03887069,9.231023,0.528725,0.05911497,7.83058,4.582941,4.687601,23.19578,4,Calibration,NOC
4#143,6.09E-02,-0.000259549,0.05124955,0.03874767,9.216754,0.5297456,0.05932754,7.954692,3.920872,4.744894,23.25878,4,Calibration,NOC
4#144,-0.07801189,-2.93E-05,0.0595012,0.03935757,8.911003,0.5250607,0.0596248,8.12497,3.972939,4.773372,23.32178,4,Calibration,NOC
4#145,-0.4111114,-0.000366112,0.05551303,0.03759912,9.035717,0.5313151,0.06080667,8.074839,4.710277,4.73591,23.38478,4,Calibration,NOC
4#146,0.286743,0.000722853,0.07695073,0.04400317,8.60684,0.5374067,0.06608719,8.891305,4.799014,5.04745,23.91452,4,Calibration,NOC
4#147,0.2332069,-0.000611678,0.03271315,0.04425254,8.638686,0.5337958,0.06831587,8.905672,5.576717,4.858058,23.95825,4,Calibration,NOC
4#148,0.9387675,0.000184233,0.06459215,0.0453763,8.428439,0.5368708,0.06769346,9.204417,5.025284,4.919062,24.00198,4,Calibration,NOC
4#149,-0.2042889,-0.000180899,-0.007121488,0.04486163,8.549093,0.5343161,0.06773925,9.270041,5.047678,4.929771,24.04571,4,Calibration,NOC
4#150,0.600381,0.000512979,0.0219812,0.04745353,8.548489,0.537101,0.06834553,9.259177,5.058959,4.854743,24.08944,4,Calibration,NOC
4#151,9.05E-02,0.000394227,0.08441419,0.0496017,8.108811,0.5402226,0.07025021,9.524953,5.661841,5.033304,24.23628,4,Calibration,NOC
4#152,-0.0548989,-6.96E-05,0.08160948,0.04990848,8.021713,0.5420779,0.07042819,9.685352,5.163967,4.94927,24.38312,4,Calibration,NOC
4#153,0.1645578,0.000513506,0.07730524,0.0500958,8.102925,0.538483,0.07323167,9.848434,6.107254,5.01835,24.52996,4,Calibration,NOC
4#154,-5.18E-01,-0.00055309,0.002420873,0.05156054,7.644442,0.5435988,0.07444643,10.13335,5.252143,5.104339,24.73996,4,Calibration,NOC
4#155,-0.5120147,7.50E-05,0.01837139,0.05599841,7.671368,0.5498924,0.07675643,10.26415,6.133854,5.285649,24.94996,4,Calibration,NOC
4#156,-0.6826615,-0.000217006,-0.000843123,0.0543642,7.49251,0.5490761,0.07662651,10.60656,5.587345,5.13626,25.01296,4,Calibration,NOC
4#157,1.12E-01,-0.000233339,0.04507606,0.05470308,7.513202,0.5499936,0.07728688,10.34627,6.76821,5.170185,25.03186,4,Calibration,NOC
4#158,0.2731574,6.23E-05,-0.01443502,0.05666028,7.545194,0.5487636,0.07696941,10.72374,5.88974,5.151215,25.05076,4,Calibration,NOC
4#159,0.02039502,0.000382333,0.04201751,0.05634757,7.4909,0.549913,0.07665838,10.31994,6.244105,5.265574,25.06966,4,Calibration,NOC
4#160,0.6976418,0.000401656,0.02903178,0.05789467,7.482311,0.5500408,0.07784723,10.64845,5.877928,5.264184,25.08856,4,Calibration,NOC
4#161,-1.30E-01,0.000225414,0.002286062,0.0569652,7.128843,0.5536094,0.07817265,11.02557,6.272138,5.327458,25.27756,4,Calibration,NOC
4#162,-1.16E-01,-2.57E-05,0.06799328,0.05821649,7.08783,0.5549848,0.08019352,11.49488,6.547696,5.321864,25.46656,4,Calibration,NOC
4#163,0.002199798,-2.46E-05,0.003149094,0.0619662,6.773596,0.5573584,0.0821659,11.41275,6.046204,5.500281,25.65556,4,Calibration,NOC
4#164,6.77E-02,-0.000567311,0.0409817,0.06351981,6.475977,0.5602158,0.08300218,11.78355,6.623806,5.559531,25.84456,4,Calibration,NOC
4#165,1.16E-01,9.72E-05,-0.0329981,0.06705062,5.705385,0.5690214,0.08624617,12.31772,7.278225,5.825099,26.43714,4,Calibration,NOC
